device_id,gender,age,group
-2942890732315162371,1,38,132-38
2017997907669843648,1,21,122-
2068843881320351127,1,18,122-
4539384531202545875,1,27,127-28
2490979642916725946,1,29,129-31
-7487293134554824365,0,27,027-28
-7192736363514037919,1,36,132-38
-2399551970077710684,0,20,023-
-244504847839407542,1,17,122-
1218573966794789190,1,20,122-
-684916818676966129,1,47,139+
-7887639028356124140,1,34,132-38
-1890008712810128056,0,37,033-42
-5001671410634865995,0,19,023-
-346519630012162258,1,27,127-28
-3346564034422234463,0,20,023-
1232258430872680439,1,29,129-31
8518797268816335988,1,29,129-31
5563606335961927931,1,31,129-31
1863493204091559838,1,50,139+
-6981936922614364971,1,50,139+
-5953179836143956324,0,32,029-32
-2966086061613344816,1,24,123-26
3017427852975696605,1,20,122-
642328288625106570,1,24,123-26
6759758554765839112,1,40,139+
4013070155020874874,1,18,122-
6260998093927547272,0,35,033-42
3677753881724894292,0,52,043+
-5199498414428717172,1,39,139+
-1890459593064715479,1,29,129-31
-4507506126791141305,1,24,123-26
-5915243292954518066,0,25,024-26
-1909214170167401523,1,35,132-38
4900831711415851633,1,26,123-26
-4288997231816813835,1,26,123-26
-5181331503077566432,1,19,122-
-5762409594083278505,1,19,122-
-8314251515469441293,1,20,122-
8683446493731493698,1,24,123-26
827650925066784053,1,19,122-
-3448880789268196230,1,20,122-
-3141272358590089903,1,29,129-31
-7991811161318234319,1,29,129-31
4734214950593070120,0,27,027-28
2062737921368467657,0,22,023-
5378863270969070820,1,18,122-
1049428392906454841,1,28,127-28
8020845501094437557,0,26,024-26
8235800607000273176,0,26,024-26
-7005535152235920403,0,51,043+
-2840667868470161702,1,22,122-
6838386482751505927,0,62,043+
91105400013006037,0,37,033-42
6988299926879196094,1,33,132-38
-3935652271925844106,1,37,132-38
-2532785188236520251,0,21,023-
-8260899048243187141,0,27,027-28
2930418273342808582,1,54,139+
4137338921917976299,1,40,139+
3294449415906601760,1,27,127-28
6324532645377881520,1,27,127-28
425425446076593764,1,26,123-26
-2508924941431936112,1,28,127-28
7096226814289839062,1,51,139+
-7870957834798080331,0,48,043+
2364947223029996453,0,48,043+
-5667224299007960244,1,37,132-38
3015337649180974144,1,36,132-38
-1287028584385608845,1,32,132-38
892604792373645277,0,53,043+
3676014966538197310,1,47,139+
-4076202692112024641,1,31,129-31
9035488533467538815,1,24,123-26
-2545061805561286458,1,27,127-28
124552816427521531,1,22,122-
-1810496666737993170,0,51,043+
-1101348813357464248,0,49,043+
1714274770216276764,1,17,122-
1993972747055101969,0,21,023-
-211589567969168154,1,26,123-26
-8233783927591594435,1,32,132-38
-2324708985599599264,1,35,132-38
263135686189509307,1,35,132-38
2812514117785316073,1,42,139+
-1715254815612633344,1,24,123-26
-5040785500168381796,1,39,139+
-6805240397233351090,1,28,127-28
-958760301714582276,1,52,139+
-1762697191251584400,1,30,129-31
54602871406819639,1,38,132-38
-4772233839024315201,1,38,132-38
335889372668003385,1,38,132-38
7149589247359615686,1,18,122-
2973307007688523029,0,23,023-
-4657629207225331235,0,23,023-
-6629634011178327462,0,38,033-42
-8387565800109152678,1,47,139+
3099185957807175451,0,32,029-32
-6201655359153119023,0,32,029-32
-1769777188860219189,1,28,127-28
4929004728683194314,1,51,139+
-3838834677620873058,1,45,139+
5858056036032683568,1,32,132-38
-3133428396548444707,1,31,129-31
7670456970466920296,1,27,127-28
-3099165117394326634,0,18,023-
-4935463024732554197,0,26,024-26
7056189179491242554,1,27,127-28
-9107867473724384996,1,27,127-28
-927315601370273178,1,27,127-28
3298865507808774250,1,28,127-28
-4448017152228058384,1,36,132-38
-6397950216963208858,1,30,129-31
-445851411658613125,1,30,129-31
-4097165980586450520,1,27,127-28
-3318331575222026037,1,47,139+
7650301669270520904,0,62,043+
-5638716107922512384,1,28,127-28
-7268295016502499330,1,32,132-38
5467129145435851143,1,32,132-38
-446154481549766718,1,27,127-28
-1809747107253331362,1,23,123-26
7203158787292366477,1,23,123-26
4965193914010887501,1,26,123-26
2738591316039499392,1,31,129-31
-2126085502384190595,1,26,123-26
-3466204592676845695,1,26,123-26
-4348131686042095189,0,30,029-32
4059437624012208897,1,33,132-38
-3477423313185184484,0,21,023-
-6957350579117975931,0,27,027-28
1781236790608138460,0,24,024-26
-1331726220941513418,1,35,132-38
-9051131110991473811,1,38,132-38
-909671114828557906,1,27,127-28
-1170950896505485717,1,27,127-28
7070691086084180440,0,29,029-32
7641170310858261426,1,25,123-26
-2640574311778076325,1,19,122-
8120350584941115490,0,28,027-28
8767373702727757801,0,37,033-42
5762383278797289223,0,51,043+
2084510600754737429,0,36,033-42
-4042474604219782792,0,35,033-42
5799011626377674899,0,24,024-26
2971457921464062461,1,21,122-
-460417988423949455,1,31,129-31
6791408139142993082,1,31,129-31
7142145483235765755,1,32,132-38
6713325335526594976,1,30,129-31
6757300965147080429,1,48,139+
3188926474822950640,1,20,122-
-7057074551924142874,1,20,122-
-4796496642517800650,0,22,023-
598563733253616849,1,33,132-38
2221141544535693534,0,25,024-26
8637473923068044997,1,45,139+
-9104016315232997329,1,45,139+
-3700927877237364808,1,30,129-31
-7661850542895056424,1,26,123-26
-1083509527297747373,1,24,123-26
3087574086327196414,1,35,132-38
7091360261381758195,0,23,023-
6166312584521162506,1,47,139+
-7164110118494166824,0,29,029-32
5829318407985754466,1,26,123-26
6426404355880612223,0,38,033-42
9168793843059395307,1,25,123-26
-5586900766349419965,0,49,043+
-2432811759703302752,0,22,023-
2452323116975460687,0,25,024-26
4642720177465756725,0,25,024-26
-6487431600261430770,1,26,123-26
5505610939839148927,1,28,127-28
7057893191834043164,1,33,132-38
-4104240979968826074,1,25,123-26
3216511541627786551,0,41,033-42
5331138939414323493,1,31,129-31
2411149684393408849,0,48,043+
3966569025155166743,1,49,139+
-41983044236764349,1,49,139+
449426231266029718,1,34,132-38
7282162378550752552,1,27,127-28
-4696717825163435386,1,20,122-
-442410228733003857,1,35,132-38
-5743251882847825682,1,26,123-26
1955218693827123521,1,26,123-26
-187443393070569908,0,30,029-32
1739335344479598720,1,23,123-26
-562609416697854857,1,26,123-26
-4545182485508496535,0,24,024-26
-7757051400602060951,1,45,139+
1420064637535521854,0,21,023-
-5126417662383909862,1,32,132-38
59436447634848437,1,42,139+
-7016556318508935097,0,23,023-
2623732926076389991,1,20,122-
7693280591913523145,1,30,129-31
-5483779230794283752,1,31,129-31
-3021762783730570811,1,25,123-26
1748124693469940265,1,30,129-31
-7223357293286913216,1,24,123-26
-7155880255534947557,1,24,123-26
2150116602611988998,1,24,123-26
-2981188854703617965,0,20,023-
-3444773186582502769,1,24,123-26
5632640331187708544,1,35,132-38
-9160707972047059626,0,48,043+
716345328249344030,1,45,139+
-7808971138460699302,1,29,129-31
-3147350864269019179,1,34,132-38
8358200955073877496,0,18,023-
-16020221925412892,1,22,122-
-4578628842476121950,1,23,123-26
5309774524509914123,1,25,123-26
3141131952505739846,1,25,123-26
-8308058424062782478,1,38,132-38
-7721885307565642935,1,38,132-38
-5644338878306603708,1,47,139+
85127171685817401,0,29,029-32
3631546068509895649,0,50,043+
-1238678390751156782,1,22,122-
-6795469037307105144,0,35,033-42
2265124917522153480,0,22,023-
-4461729746698597074,1,31,129-31
-3255121317092410173,0,23,023-
-3538737731115301822,1,28,127-28
-5198761880298336200,0,24,024-26
8128406374631784032,1,25,123-26
1455747333558560905,0,52,043+
-618690057043285360,1,41,139+
-6783533222617605639,1,21,122-
-5104940467162347523,1,51,139+
-41756038443797591,1,15,122-
7133436295536471218,1,24,123-26
-8868620843525745280,1,32,132-38
-8178011017730625825,1,37,132-38
5647563428522480818,1,26,123-26
-4333263465391193357,0,34,033-42
-8058491276476078391,1,34,132-38
-1811097759400598150,1,25,123-26
370221404098991782,1,29,129-31
8595058368189169475,1,29,129-31
2889571085787293339,1,18,122-
-8500574938083854667,1,45,139+
-6117288169026992364,1,22,122-
4676529106125829154,1,31,129-31
5911141068647111375,1,31,129-31
-5457078554849515232,1,31,129-31
-2147379833854228979,1,31,129-31
-4995155290045433004,1,23,123-26
-2365998169596781280,1,15,122-
2660373197177297017,0,43,043+
-5573831968820711630,0,34,033-42
-4220453400623664134,0,34,033-42
-3595565845176994040,1,23,123-26
-8704177118633236038,1,23,123-26
-8865310564646824401,0,44,043+
6689938402715213359,1,23,123-26
-7864479805093987069,0,46,043+
-600850183839378512,1,30,129-31
8456552654093914426,1,27,127-28
785790441455681190,0,29,029-32
4373802618472146,1,23,123-26
1018659208865877970,0,28,027-28
-2033202829790695277,1,29,129-31
979786675690807363,0,27,027-28
-8267021121336799102,0,29,029-32
-1653463856190358732,1,26,123-26
7973139230674075843,0,28,027-28
8093133810058084176,0,28,027-28
-3472171211663911281,0,53,043+
633486872749378574,0,47,043+
-7565435555963979551,1,30,129-31
6269135642913977364,1,25,123-26
-137122186811511491,1,31,129-31
-7120741300104222096,0,41,033-42
532243935725767952,0,38,033-42
2262307461113881182,0,27,027-28
8120277403618021380,0,26,024-26
-8987732785306930930,1,29,129-31
-2846662943800420172,1,26,123-26
-9086090884397998442,1,30,129-31
6837896397742671959,1,32,132-38
-1845242582661207503,0,27,027-28
1065396718427967151,0,25,024-26
-8763697934413004929,1,33,132-38
4370704977908767818,0,61,043+
-5094919165415628374,1,33,132-38
2330716160613388672,0,33,033-42
-1046954973482067125,1,25,123-26
-1341116884265452660,1,21,122-
-8618153438921827271,1,47,139+
5006047408197325746,1,23,123-26
8934280776527939646,1,28,127-28
6050987840884259816,1,28,127-28
925909007510908593,1,28,127-28
-2800775710174468687,1,27,127-28
-1454516239465692670,1,30,129-31
-1887493202795464605,0,48,043+
5812346614856253687,0,24,024-26
-8971346337343942832,1,26,123-26
1957190944197230796,0,32,029-32
5316213009577007608,0,20,023-
-4112379879696988756,1,36,132-38
-8723926747295295713,1,22,122-
6412151979540881583,1,22,122-
-7341752499532595064,1,19,122-
8910309175781315316,0,23,023-
-2536245204201431147,1,25,123-26
-4059399857749852639,1,25,123-26
4999143280669707893,1,24,123-26
-3331873250751977439,1,25,123-26
-4583316555264033749,1,24,123-26
-531144290398120390,0,28,027-28
-1719953994303852301,1,26,123-26
-5393876656119459700,1,33,132-38
2790074290650652349,0,30,029-32
4076557978330539460,1,34,132-38
-6299853305642076813,1,34,132-38
3333689941312170079,1,43,139+
-4503122040569510916,1,24,123-26
-3987360805148401026,1,30,129-31
-8480484679205951096,1,26,123-26
-2998819981424937912,0,37,033-42
7878556643065684240,0,23,023-
5550849913396861275,1,26,123-26
-8915641771590831438,1,34,132-38
7532026586432356110,1,25,123-26
-6536474768865704396,1,36,132-38
-2151923993413640916,1,21,122-
3689142094131389964,1,24,123-26
-6415875703787510128,0,28,027-28
-8296813404897347929,0,28,027-28
-2118143414506459839,1,22,122-
5027397973783680071,1,21,122-
7045799726567443918,1,18,122-
1699961461390588543,0,29,029-32
7568632104990663274,1,30,129-31
5159843606292756536,1,23,123-26
5997416653727305647,1,24,123-26
-6060825556334909622,1,48,139+
4059146886098542243,1,33,132-38
-7856308406507057734,1,33,132-38
503347427628406063,1,18,122-
-8104721877553749139,1,38,132-38
2485651199043460912,1,34,132-38
6942966250280025284,1,30,129-31
-862891623281340637,1,32,132-38
-2174370746698015945,0,34,033-42
2567215469031853933,0,20,023-
2091860335881669133,0,39,033-42
-4856297076247741465,1,18,122-
-4203522642138379022,0,35,033-42
1634844793106686199,1,23,123-26
6661159435050981855,1,31,129-31
-4450695423187795608,1,51,139+
-3898057696541783320,1,49,139+
-49534215440738299,1,25,123-26
-1770384700187001813,1,34,132-38
-1467457864578591885,1,23,123-26
442842061129641625,1,32,132-38
-8848155962675916832,0,27,027-28
-5322240881969021588,1,25,123-26
8433707199861798951,0,23,023-
1799741749983259376,0,45,043+
4194471094523876324,1,23,123-26
-8118880419657187201,1,17,122-
-28108406352683714,0,36,033-42
7257292207078975781,1,31,129-31
2950290480296121593,0,30,029-32
-8681977036672429659,1,34,132-38
-413221665455701223,1,24,123-26
2943294868835636533,1,31,129-31
-3587389398689079449,1,37,132-38
7039858562279438180,1,27,127-28
3416348844037681577,1,22,122-
7546579802412154417,1,22,122-
8312872874637120852,1,22,122-
-1206205401602925821,1,51,139+
7393044503492098076,1,22,122-
-3926253012417840160,1,43,139+
-7834268296806505614,1,25,123-26
6979212126895530400,1,24,123-26
-8734007879304620638,1,28,127-28
-7636351000586133640,1,28,127-28
7100991501634970837,1,20,122-
7739127934958082657,0,26,024-26
9168400036196991453,0,33,033-42
-8898050314299440536,1,30,129-31
-6594536610779870605,1,28,127-28
2941337718208116103,1,52,139+
-6163017595549260862,1,46,139+
-9082603524390907774,1,39,139+
-1161939002171299060,0,42,033-42
4979684071298259818,0,43,043+
7838147248949670284,1,23,123-26
-6804866746273166005,1,24,123-26
998402647311351199,1,22,122-
-7706325450844445464,0,21,023-
8606866689035628466,1,26,123-26
-2774032640089877090,1,26,123-26
6134552141593906601,1,41,139+
5813146875202175455,1,28,127-28
404062046251032949,0,38,033-42
-1187052456141740318,0,29,029-32
7173531300316106085,0,52,043+
1729587664631703696,1,33,132-38
2799474207725277768,1,35,132-38
5371847614880385070,1,26,123-26
8475143412504490043,0,23,023-
6242267058712599354,0,35,033-42
-4771855222792920763,0,23,023-
5594908329384228984,1,15,122-
-5811961882270971823,1,27,127-28
-5965953065360068328,1,28,127-28
7607294557773772672,0,24,024-26
-6416657389944935590,0,26,024-26
3930988818631239381,0,21,023-
-3273088691083224653,1,27,127-28
-452269762975198617,1,27,127-28
8340706004504569720,1,27,127-28
3725201861838340469,1,37,132-38
-4042161259238884761,0,33,033-42
8601695310286131968,0,33,033-42
1995405179969109975,1,26,123-26
7809993291120452131,1,16,122-
9081909702480028057,1,21,122-
2386924366237550237,1,21,122-
232518293470860872,1,46,139+
-6760324541087066510,1,24,123-26
-1833770000365822623,1,24,123-26
3611059183207577430,0,36,033-42
8551604000589089673,1,38,132-38
-8204264890164649479,1,43,139+
-1754942844223188640,0,26,024-26
-3935374224343687515,1,29,129-31
-8939381996339508049,0,27,027-28
8012739702292064214,0,20,023-
-4313147977912931719,0,32,029-32
2244841225527698704,0,25,024-26
-301650551294272567,1,31,129-31
3061328159606038155,1,31,129-31
2709572721297050373,1,31,129-31
-1899763018246841481,1,31,129-31
5892201405010840255,1,31,129-31
6574957150945553275,0,34,033-42
-346493570890794244,1,52,139+
1311731854366973923,1,52,139+
-1410661975328165262,1,35,132-38
4019394794123478228,0,44,043+
3060699308872086080,1,30,129-31
-6075856422659932097,1,33,132-38
-5906368491942879581,1,36,132-38
5788677557421001526,1,19,122-
-7003154499314008612,0,27,027-28
1693274070858547281,1,31,129-31
7759129537888580165,1,49,139+
-2106206259240020835,1,23,123-26
-1699574089887824552,1,26,123-26
-4317917382971867123,1,32,132-38
-7048922380884936419,1,42,139+
4884978894683697071,0,58,043+
8351936808803478975,1,34,132-38
-710824367236142464,1,32,132-38
-4596989598547968118,1,24,123-26
-9101219941812553225,1,26,123-26
-423586615767478768,1,19,122-
-1575795838055755603,0,25,024-26
-3992415983799975340,1,37,132-38
7621807222120887591,1,28,127-28
6005862340662988325,1,28,127-28
-3261604338752193126,1,46,139+
2670795185174288169,1,23,123-26
-6890366932814478229,1,32,132-38
3905782953635214931,1,29,129-31
-5683874798554473495,1,38,132-38
-6279561717056121891,1,21,122-
3660192703808969684,1,26,123-26
-8369459480651126773,1,45,139+
5672829216105241046,1,55,139+
4329356393176432356,1,41,139+
2089047744365764438,1,30,129-31
-4479173878998206190,1,24,123-26
-5676546899685534999,1,22,122-
-1928999506639152624,1,36,132-38
6654170176668829901,1,21,122-
4666314126565733503,1,33,132-38
-8277537010370684264,0,24,024-26
5320723444439267653,1,55,139+
-5943665239086525348,0,21,023-
5695748680894512689,1,33,132-38
397553268221773602,1,31,129-31
-9052744042324566532,1,31,129-31
-7657894130716884100,1,17,122-
8595816294161596342,0,50,043+
298657525600066164,1,36,132-38
2768681732642795047,0,21,023-
8430756620421383734,1,46,139+
3825631799385522649,1,29,129-31
-3117929041241165228,0,37,033-42
-6780868410388804582,0,31,029-32
3792180046094344941,1,35,132-38
-5325269342695027698,1,31,129-31
-4394088304421106824,1,24,123-26
4658228281749867149,1,24,123-26
-126426361070203749,1,37,132-38
-771219516352832511,1,40,139+
-8301470521523358757,1,30,129-31
1188849635805268059,1,34,132-38
-3393880565363047525,0,29,029-32
3632013342099030112,1,26,123-26
-6298463010768214330,1,81,139+
-548549229804626560,1,41,139+
6129737724575452570,1,23,123-26
-7051725457856296967,1,24,123-26
3002631427610020182,1,31,129-31
6584779122199795778,1,28,127-28
-3371579019751320743,1,30,129-31
6773236155878848736,1,22,122-
5876327696156800421,1,24,123-26
7991504950303667893,1,19,122-
2368240912580895041,1,31,129-31
6647612408198132324,1,35,132-38
8561775266598992049,1,25,123-26
-6471161214991880430,0,56,043+
8116306618177384282,1,28,127-28
-5755305603953945332,1,31,129-31
-6814441215908631456,0,34,033-42
-3256750303850341077,0,38,033-42
1142121966117516435,1,26,123-26
-1053657946037918624,0,29,029-32
5636286666214005250,1,23,123-26
478923537162361408,1,23,123-26
3102986508606461447,1,29,129-31
-5290462269343297343,1,27,127-28
-8451465704142527020,1,25,123-26
-6435648702307251386,1,25,123-26
3835063699285446628,1,25,123-26
-8420446954609507637,1,33,132-38
-6248314332672314989,1,33,132-38
-1625832582424970965,0,31,029-32
4000091395176035721,1,35,132-38
-7832510829073324651,1,47,139+
-1085356925158154838,0,23,023-
-8368709434366126335,1,32,132-38
-6225533926584058931,1,34,132-38
-5958750018039634783,1,34,132-38
-2174629007567990388,0,24,024-26
5367045285642953451,1,32,132-38
1519631274830310711,1,26,123-26
2325571376048008512,1,56,139+
7089100378468735043,1,49,139+
-2056709778018256113,0,19,023-
-2287849265926172673,1,27,127-28
2519965593643333155,0,28,027-28
8323928502113310777,0,28,027-28
1053007286977902730,1,48,139+
6962069537921818394,1,26,123-26
-2280299305444131504,1,45,139+
-2458967011746262415,1,20,122-
2244896725094194677,0,33,033-42
-1558368927176344906,1,29,129-31
-1220743455069131436,1,27,127-28
6551712212221458020,1,23,123-26
-2931985903949341379,0,40,033-42
-9024928440594155512,1,34,132-38
-2520149549284716057,0,18,023-
1694424041203201012,1,30,129-31
7260859810911847875,1,23,123-26
-7620935062893713987,1,26,123-26
-8265280225523916956,1,25,123-26
434606886096073466,1,25,123-26
-4852208206379226368,1,25,123-26
3774151121655376909,1,30,129-31
499818451850922505,1,30,129-31
9065946966666591673,1,28,127-28
3832063436981560102,1,25,123-26
588612594114757891,1,26,123-26
-6854685866740948694,1,29,129-31
-5532659955230938622,0,24,024-26
-2993291348305745047,0,25,024-26
-7274807775056745593,1,27,127-28
6564247580085700327,1,16,122-
-4701050992095947629,0,27,027-28
8289328878103902722,1,28,127-28
7373296746970478397,1,27,127-28
2940838878441785579,1,27,127-28
1046464186905114799,0,32,029-32
-6835073446678191647,0,32,029-32
-6314805931449128921,1,27,127-28
-6018884784995556507,1,27,127-28
3073323971111592638,0,35,033-42
5368226375406191026,1,26,123-26
-1021239426529286370,1,25,123-26
71446615507351690,1,33,132-38
-3700868433721281168,0,26,024-26
-4726461505718142213,1,62,139+
334974969757685177,1,62,139+
3817897097294932875,1,38,132-38
7741848734175196584,1,18,122-
2500347122943779690,0,27,027-28
2819588584740068532,1,51,139+
-2778604054222785196,1,35,132-38
5641556612752483418,1,33,132-38
-1989046788014329662,0,26,024-26
-8223361170827041384,1,38,132-38
-2194407597788124270,1,38,132-38
-7531512773985537580,0,31,029-32
4050668580183378818,0,31,029-32
8618831062912586086,0,30,029-32
-1020068765377138548,0,23,023-
1131127532744277068,1,20,122-
2575350030243112658,0,23,023-
7468293626567925399,1,22,122-
7305123613169839754,1,45,139+
-5312060061231807201,1,31,129-31
2544386502373965127,1,31,129-31
-548844659973327366,0,29,029-32
8240801515853960582,0,27,027-28
-7639928808396914522,0,30,029-32
8984083724594717828,1,24,123-26
-4432022020028771193,1,24,123-26
6516157327331974,0,23,023-
5774076307166692608,1,26,123-26
-2659215573147617790,1,23,123-26
8700890328922272464,1,23,123-26
4673836631406930291,1,23,123-26
2329886302910894405,1,23,123-26
-2949069295206060110,1,23,123-26
-1246626933361423095,1,23,123-26
4728876522906496681,0,29,029-32
-7639175634598420811,1,26,123-26
7279932457759581592,0,25,024-26
4301100708830278418,1,30,129-31
2743416745065045265,1,36,132-38
8268604535373418888,1,26,123-26
-8186602734977086395,1,26,123-26
7625322204777437479,1,26,123-26
-3666866090716846153,1,28,127-28
3647592400926736027,0,22,023-
-7249025758318926688,1,25,123-26
4529293038631704977,1,30,129-31
-4491231133434805801,1,30,129-31
-1095381531224563962,0,40,033-42
2904945322058820253,1,24,123-26
245709470052646931,1,34,132-38
-8667834927916845240,1,24,123-26
-6031910891943143478,1,45,139+
-5305076710496728575,1,22,122-
-2723326085120762786,1,29,129-31
-9222754701995937853,1,29,129-31
7487220133381574394,0,36,033-42
2393718471117072919,1,22,122-
3278881958142016366,1,27,127-28
-7104977312234221350,0,28,027-28
4462343274903740241,0,28,027-28
4749788094705599468,1,45,139+
-8883889604137365964,1,31,129-31
-8755157563619250905,0,37,033-42
-2503894798313767312,1,34,132-38
2672992729898429156,1,40,139+
-8703061638758377979,1,23,123-26
6975103255843416703,0,53,043+
4940937391049611105,1,34,132-38
-4432918128781009135,1,34,132-38
6142603667807754404,1,27,127-28
-6259770069246256070,1,41,139+
-6946247898542253164,1,23,123-26
2432986707283760727,1,50,139+
5006106546850025755,1,34,132-38
-8140217413407669795,0,62,043+
7705505302288754723,0,62,043+
5671406725814141789,1,40,139+
2521322093691425978,0,33,033-42
-4899314196251685266,1,30,129-31
6753477790748443260,0,56,043+
5665671994327651994,1,46,139+
7757211930282540157,1,20,122-
6507519477882074003,0,31,029-32
5125133728763124666,1,29,129-31
5200698137007492674,1,29,129-31
3579850973023006256,0,45,043+
4190002756757581193,1,36,132-38
2351518951331367314,1,37,132-38
1999051376221727371,0,49,043+
3697660695486717195,1,28,127-28
8517700834971381343,1,24,123-26
9196758067756192735,0,34,033-42
-5817062847761405758,1,23,123-26
-6972875683989966460,1,27,127-28
-6702394152310584461,1,27,127-28
-7217988096640906279,1,30,129-31
7466429688405130498,1,31,129-31
-7001287648061743388,1,20,122-
5226605140477839344,1,26,123-26
-2417389960894838495,1,37,132-38
746685889649712139,1,24,123-26
-8979953033445993766,1,25,123-26
-3440895614359251722,1,37,132-38
1917854433507723011,1,22,122-
3946517152309454762,1,22,122-
6206503136242695208,1,22,122-
-4721537041481084817,0,27,027-28
9025665468832081661,1,34,132-38
6199628251488239936,1,26,123-26
-2266441276742457782,0,32,029-32
2940425944683797064,1,21,122-
8372605055382356017,1,42,139+
8334072413854959514,1,26,123-26
-3869063884879652723,1,30,129-31
-2362117479364208351,1,30,129-31
5150669208847800176,1,52,139+
4623992936852828435,0,31,029-32
-8515270541800635514,1,42,139+
8221540846148281021,1,41,139+
-4767599354388694862,1,29,129-31
-2453609215723932472,1,29,129-31
-4693902837136193459,1,40,139+
-222239796306424385,1,38,132-38
8978679925645389337,1,29,129-31
8119832475692761130,1,24,123-26
42303499340574820,1,19,122-
-2711994154603208101,1,18,122-
-6724032219597147577,0,28,027-28
-1014464197764056635,1,37,132-38
1429843849324060261,1,27,127-28
-5604578461405944171,1,32,132-38
-8799687881484297714,1,30,129-31
3007855038662134845,1,25,123-26
-6536303909251882109,1,27,127-28
-1690974424914487021,1,27,127-28
7767312512364659739,0,22,023-
-3381344429411380191,1,31,129-31
8711842182854199649,1,36,132-38
4555125487029084614,1,26,123-26
-2853163526797077877,1,31,129-31
6551504650604893240,1,23,123-26
-2716541825478899591,1,23,123-26
-6806728402035582088,1,22,122-
1545210880267473614,1,25,123-26
7862116512529777039,1,40,139+
1766232525363490350,1,43,139+
1920820827857547927,0,24,024-26
-8102390333736858770,1,24,123-26
-3452081750548599454,1,24,123-26
5736052200552577216,1,26,123-26
1938426177226455096,1,28,127-28
589169074358372142,1,21,122-
-2989778743793383976,0,30,029-32
1854353139370340946,1,26,123-26
4803620254348257180,1,17,122-
-3523583496719569319,1,21,122-
-6761240148304527832,1,29,129-31
3399685852868314268,1,29,129-31
-8486845431060837989,1,33,132-38
8516510612349919591,0,29,029-32
6954417422851442330,0,43,043+
-6430752624304065394,1,23,123-26
4011242292832028010,1,29,129-31
4851548324301737934,0,52,043+
-4130500721386566601,1,39,139+
-2131391683764510789,0,48,043+
7944685683058609411,0,33,033-42
-8471325013826026159,1,29,129-31
518269659098219783,1,27,127-28
3311818443893615202,1,27,127-28
-5936212451122735372,1,24,123-26
1980768340912520742,0,58,043+
-310655435892230777,1,37,132-38
-7487024210148550169,0,50,043+
1597820397790627968,0,33,033-42
602612650140850073,1,21,122-
8020813257792945373,1,22,122-
171697629946978957,1,26,123-26
468849777802540143,1,39,139+
-8435065095387958625,1,23,123-26
-6189804787293655103,1,32,132-38
-3973726020772374975,1,32,132-38
-3308311146870704308,0,54,043+
-3186574619402967278,1,46,139+
-6253009209341687269,1,24,123-26
-4205918289276445604,0,21,023-
-8534298559785889037,1,25,123-26
3004124136522620015,1,30,129-31
5618983824345023043,1,30,129-31
-522277888021510426,1,30,129-31
8549975613291503286,1,24,123-26
5641077726132239092,1,25,123-26
8260147036317990553,1,25,123-26
7311942493609075908,1,25,123-26
7433568626304082647,1,25,123-26
3297253674608061092,1,34,132-38
5547915596940416080,1,23,123-26
485509394804516376,1,32,132-38
-2307484004644403919,1,42,139+
-4530637093181521666,1,31,129-31
-6504395362344956543,1,37,132-38
1047243302622545860,0,42,033-42
1780800994463591460,1,27,127-28
3664765941356986653,0,39,033-42
6556371932893918770,1,26,123-26
1034350934918129693,1,24,123-26
5702188180740106761,1,24,123-26
7342207475305702142,0,30,029-32
8445124130597106720,1,26,123-26
1554720924136256638,1,26,123-26
6206774478068416349,1,27,127-28
5628123537838892196,1,27,127-28
7607473574429699146,1,27,127-28
-1556198442979048864,1,36,132-38
-8171375226075822142,1,31,129-31
-8985705721578159911,1,31,129-31
3350770978088705743,1,20,122-
952962517463825255,1,21,122-
-3826329846783247204,1,31,129-31
-5324806452966078950,1,31,129-31
-7226157572420090358,1,31,129-31
-6106355516999410606,1,31,129-31
7482977880973351876,1,31,129-31
1508486858928210873,1,31,129-31
7241309608241647995,1,34,132-38
-2104628823794279922,1,27,127-28
-235806328035714662,0,40,033-42
-2747067599342627409,1,18,122-
1561379501277019780,1,35,132-38
-4996724837869178385,1,33,132-38
-2210273243713857303,1,25,123-26
6686003781625596674,1,25,123-26
494839756643584634,1,20,122-
5813808115572426648,1,29,129-31
-6910034434543399972,1,37,132-38
-8578311390151607679,1,22,122-
6502589436029924018,1,28,127-28
-2508238372706337628,1,28,127-28
3186650002311122164,1,28,127-28
-8474540434279633584,1,27,127-28
-1678756987056770192,1,27,127-28
-2106855053777776992,1,32,132-38
-1568830058519909528,1,26,123-26
-4890168365003078444,1,22,122-
-2657227159995051245,1,34,132-38
5388499639796252565,1,25,123-26
-2473382719472672509,0,38,033-42
-5270854364521412677,0,35,033-42
6491765143649094591,1,33,132-38
3010238754551092185,1,27,127-28
3355308851550917006,1,20,122-
4277853538997933809,1,30,129-31
8674551377777437752,0,24,024-26
6316129303596205371,1,33,132-38
-5404080317242291235,1,43,139+
3122141752707538644,1,29,129-31
7963559654838148789,1,29,129-31
2043719162492870901,1,44,139+
3409010997401681926,1,22,122-
-6059731905696100010,1,24,123-26
6454293765100987349,0,26,024-26
7350720387707562040,1,31,129-31
417056487275563221,1,31,129-31
6965645000575041214,1,26,123-26
-1174596214807711446,1,25,123-26
3869253596610241984,0,28,027-28
-1951722634744207353,1,24,123-26
-9127665789918938297,1,24,123-26
6216084187357767571,1,56,139+
2627037103707622019,0,44,043+
